Pregunta|Intencion|Intencion_cat_label|Intencion_encoded
beneficios con la tarjeta de ccredito|Cat_311|311|229
cuales son los requisitos para poder obtener la pre aprobacion de un préstamo hipotecario?|Cat_248|248|159
pago de tarjeta con saldo negativo|Cat_347|347|268
cómo se hace para agregar un servicio a la agenda de pagos?|Cat_132|132|32
sobre la entrega de la reposcion de plasticos de mi tarjeta visa|Cat_293|293|208
calcular el pago minimo|Cat_351|351|273
que deriven mi tarjeta a otra sucursal|Cat_318|318|236
las cuentas tienen costo?|Cat_96|96|348
todavía no llegue a mi domicilio un producto que canjeé con superclub lo van a enviar o no|Cat_326|326|245
soy titular de una tarjeta visa platinum aadvantage y quisiera saber si entro en la promoción de los martes y viernes en peluquerí¬≠¬≠¬≠a|Cat_141|141|42
cual es el costo de precancelacion?|Cat_246|246|157
queria saber como puedo recuperar mi contraseña del cajero|Cat_288|288|202
quiero una cuenta|Cat_39|39|285
ultimos movimiento tarjeta|Cat_355|355|277
se pueden ver los servicios que pague? donde quedan registrados?|Cat_98|98|350
tarjeta credito clave|Cat_288|288|202
de cuanto serias las cuotas en caso de solicitar|Cat_251|251|163
me cobran el 30% adicional si compro 200 dolares?|Cat_166|166|69
no efectiviza bajo cuenta|Cat_41|41|288
me tiras el último precio de ceco|Cat_168|168|71
pasaron dias habiles y aun no me reintegraron la bonificacion por el canje de puntos en carga de combustible|Cat_312|312|230
donde pido la cuenta duo?|Cat_139|139|39
estoy interesada en sacarme la tarjeta|Cat_337|337|257
ingresar cv|Cat_102|102|5
te consulto sobre los reqisitos para obtener un credito personal|Cat_248|248|159
sigo esperando q me manden la tarjeta nueva|Cat_293|293|208
necesito el monto que estoy debiendo de mi tarjeta|Cat_342|342|263
está demorar entregar reemplazar tarjeta debito|Cat_293|293|208
tu edad|Cat_17|17|73
cuando realizo el pago de mi tarjeta de credito santader rio en cuanto tiempo puedo usarla de nuevo?|Cat_279|279|193
quiero pedir una sala para usar en el banco|Cat_70|70|320
hay una opcion de echeq en el menú y quiero saber de que se trata|Cat_59|59|307
ver movimiento cajero hacer|Cat_112|112|15
telefono consultar|Cat_147|147|48
necesito hacer una certificacion de mi firma|Cat_94|94|346
cuánto es el máximo que me financian con el préstamo?|Cat_236|236|146
abrir cuenta ingresos minimos|Cat_39|39|285
centro select|Cat_147|147|48
como hacer mi pago por internet|Cat_132|132|32
me gustadia abrir una cuenta bancaria.|Cat_39|39|285
necesito hacr una compra x internet y me rebota|Cat_290|290|205
que tiempo tarda el otorgamiento del prestamo?|Cat_243|243|154
puedo pagar desde mi caja de ahorro en dolares|Cat_307|307|224
poder pagar menos total saldo pagar tarjeta|Cat_342|342|263
quiero pedir tarjeta debitar|Cat_39|39|285
como canjear puntos superclub?|Cat_322|322|241
quiero saber si me pueden asesorar para cambiar mis puntos super club por un pasaje aéreo por despegar|Cat_322|322|241
quiero dar de baja la tarjeta de santander rio|Cat_338|338|258
necesito reponer mi tarjeta de debito|Cat_316|316|234
que día es el vencimiento de mi tarjeta de ccredito?|Cat_341|341|262
que documentos son necesarios para solicitar el prestamo|Cat_247|247|158
querer abonar servicio dnrap no figurar|Cat_132|132|32
como funciona el debito automatico en la tarjeta|Cat_106|106|9
las tarjetas donde puedo averiguar si ya estan disponible|Cat_293|293|208
puedo solicitar un prestamo prendario para comprar una moto?|Cat_228|228|137
donde veo cuantas millas tengo?|Cat_275|275|189
estoy queriendo cancelar una transferencia programa   para poder hacerla de forma inmediata|Cat_81|81|332
cliente infiniti black tiene asisst card|Cat_282|282|196
quisiera averiguar por un prestamos cuanto puedo solicitar y las cuotas|Cat_251|251|163
procrear ahorro joven|Cat_200|200|108
pago deuda|Cat_195|195|101
ahorro peluqueria|Cat_311|311|229
quiero optener tarjeta debitar visa|Cat_39|39|285
como averiguar a que sucursal pertenece mi cuenta de santander rio|Cat_100|100|3
quiero saber si tengo cobertura de seguro paraviajar al exterior a europa con la tarjeta visa platinum de santander?|Cat_282|282|196
adelanto de capital de un prestamo q ya tengo.|Cat_246|246|157
monotributo adhes debito caja ahorrar|Cat_132|132|32
que costo tienen mis tarjetas?|Cat_340|340|261
cuanto tengo que pagar de más por el pago fuera de término?|Cat_349|349|270
quisiera saber el costo de las tarjetas adicionales visa|Cat_96|96|348
me gustaría obtener la targeta de credito|Cat_337|337|257
como puedo solocitar un presstamo|Cat_223|223|132
conocer limite comprar tener|Cat_303|303|220
quiero dar de baja a éste seguro por favor delen de baja|Cat_262|262|175
que es el indice cer?|Cat_107|107|10
pierdo superclub si hago el cambio a advantage?|Cat_299|299|214
quiero retirar mi tarjeta en la sucursal|Cat_318|318|236
cómo cobro una divisa?|Cat_165|165|68
reseteo de tarjeta de debito|Cat_288|288|202
en un prestamo cuanto es la cuota|Cat_251|251|163
que sueldo tengo que tener para comprar un departamento de|Cat_251|251|163
que es ese impuesto que me están cobrando en la cuenta sueldo?|Cat_122|122|22
costo comisión comprar lebacs|Cat_96|96|348
¿puedo pedir el préstamo para comprar una vivienda prefabricada?|Cat_214|214|122
me duplicaron una compra con la de debito|Cat_112|112|15
necesito los datos de su empresa|Cat_105|105|8
me podrían informar si al pedir renovación de la tarjeta de debito anulan la que tengo en este momento?|Cat_316|316|234
cobro descubierto|Cat_56|56|304
promo debitar automatico adheri servicio debitar pagar cuenta figurar adherir|Cat_129|129|28
a mi me pusieron un seguro de cartera y yo no lo pedí en ningún momento|Cat_264|264|177
quiero consultar por el credito personal|Cat_225|225|134
quisiera cobrar mi jubilacion en santander rio actualmente cobro en banco piano que tramite tengo que hacer?|Cat_63|63|312
tengo un televisor que se me cayó  quiero hacer la denuncia  me cubre?|Cat_265|265|178
número llamar consultar|Cat_147|147|48
consultar si me convenia cancelar los prestamos existentes|Cat_246|246|157
que son recaudaciones electrónicas?|Cat_115|115|17
les consulto horario de los cajeros autoservicio|Cat_91|91|343
desaparece dinero extración realizar|Cat_112|112|15
¿puedo sumar ingresos no demostrables para el préstamo hipotecario?|Cat_233|233|143
se puede blanquear la clave de afip|Cat_95|95|347
cuales son las tasas del super prestamo ipotecario?|Cat_258|258|170
donde entro para hacer un simulacro del. prestamo|Cat_251|251|163
pagar resumen terjeta santander visa|Cat_342|342|263
saber comprar debito exterior|Cat_289|289|203
que concesionarias de autos trabajan con la linea de ccredito uva de su banco|Cat_223|223|132
no tener plastico|Cat_293|293|208
bloquear codigo paea homebanking|Cat_1|1|1
no suman los puntos correspondientes desde hace meses|Cat_330|330|250
pese a que ya pague la tarjeta de credito  me sigue apareciendo en deuda|Cat_279|279|193
cual es el numero de super linea?|Cat_147|147|48
estudio juridico del banco santander rrio|Cat_190|190|96
seguimiento de andreani|Cat_293|293|208
para un departamento de que sueldo debo tener para el hipotecario|Cat_249|249|160
tuve un siniestro hace varios dias y todavia nose nada|Cat_270|270|184
necesito el telefono para saber mi proximo vencimiento de tarjeta|Cat_341|341|262
quiero comprar acciones en pampa|Cat_151|151|53
que edad tope hay que tener para el credito|Cat_248|248|159
prestamo hipotecario|Cat_225|225|134
no poder usar debitar aforar|Cat_289|289|203
soy cliente del banco. necesito solicitar un préstamo de|Cat_223|223|132
estaba viendo que en la avda santa fe entre otras cosas hay salas de reuniones|Cat_149|149|50
necesito pagar agip|Cat_132|132|32
quiero averiguar por un prestamo. pero no soy clienta|Cat_248|248|159
quisiera saber cuales son las comisiones para transferir euros al exterior|Cat_31|31|227
estoy interesado en saber sobre el prestamo hipotecario|Cat_225|225|134
querer adherir debito automatico visa pagar prepaga|Cat_132|132|32
necesito saber el nro de sucursal de nordelta|Cat_91|91|343
para crear una cuenta online banking?|Cat_3|3|215
ok es fija la tasa del credito hipotecario por los aí¬≠¬≠¬≠¬≠‚ç¨≈°¬¨√≠‚ä¶¬°¬¨í¬≠‚äö¬¨¬πí‚ç¨¬¶‚äö¬¨√ö‚äúos?|Cat_258|258|170
consulta de rescate de superfondo|Cat_175|175|79
queria acesorarme sobre las condiciones de un prestamo prendario|Cat_225|225|134
creo que completé mal la información de un cheque|Cat_43|43|290
ya tengo otros prestamos en el banco cuando me dan de hipoteca|Cat_218|218|126
cual es el numero de telefono para consultar por los prestamos hipotecarios uva|Cat_225|225|134
quiero hacer una transferencia al exterior desde mi caja de ahorro en dolares|Cat_36|36|282
si abro una cuenta en dolares. puedo hacer y recibir dolares de una cuenta extranjera?|Cat_36|36|282
tengo que sacar dinero del cajero pero no me acuerdo la clave|Cat_288|288|202
hay que anotarse en un sorteo para procrear?|Cat_200|200|108
como hago para sacar dinero de mi cuenta si no tengo la tarjeta de debito?|Cat_295|295|210
me desapareció dinero de un fondo común|Cat_172|172|76
quisiera solicitar una tarjeta de ccredito por la universidad|Cat_359|359|281
que me piden para pagarme el siniestro de vivienda?|Cat_270|270|184
cuando me llega la tarjeta a mi domicilio|Cat_293|293|208
queria saber por que no puedo efectuar compras con mi visa credito|Cat_286|286|200
quiero instrucciones de como hacerme la cuenta|Cat_39|39|285
necesita un mail de un ejecutivo de cuenta de la sucursal juana manso|Cat_126|126|25
hace tiempo di de baja del debito automatico algunos servicios  pero vi que me los siguen cobrando.|Cat_292|292|207
como reseteo la clave de mi tarjeta para que la vuelva a habilitar?|Cat_288|288|202
donde dice mover a la derecha y hay un candado no me deja mover la barra|Cat_4|4|286
quise comprar entradas en la web de santander pero no encuentro el botón|Cat_354|354|276
sucursal retirar plástico|Cat_293|293|208
que necesito para acceder al préstamo personal?|Cat_248|248|159
no quiero recibir más el resumen de caja de valores|Cat_164|164|67
el tema de los descuentos se aplican al total de resumen o x compra individual?|Cat_311|311|229
tengo un préstamo aprobado y tengo que solicitarlo|Cat_223|223|132
tengo una deuda con la tarjeta american express y quiero refinanciarla|Cat_308|308|225
algun costo operar bono|Cat_96|96|348
quisiera renovar la tarjeta visa porque esta ilegible|Cat_316|316|234
si quiero un préstamo soy cliente del banco|Cat_223|223|132
yo tenia una cuenta en dolares. queria saber si esta vigente|Cat_61|61|310
puedo solicitar el préstamo hipotecario en mi sucursal del banco?|Cat_212|212|120
recarga de celular|Cat_132|132|32
como solicito una caja de ahorros en euross|Cat_39|39|285
consulta como activo mi tarjeta visa con chip?|Cat_301|301|218
quisiera averiguar si estoy en condiciones de obtener un ccredito accesible|Cat_248|248|159
tenia dólar queria vigente|Cat_61|61|310
como es el prestamo prendario?|Cat_225|225|134
como recargar tarjeta visa recargable|Cat_313|313|231
realize extraccion cajero automatico entregar dinero debito dinero|Cat_297|297|212
me decís cuando abre la operación de letes?|Cat_156|156|58
necesito saber el monto para cancelar el préstamo.|Cat_246|246|157
en donde esta la opcion para cambiar el usuario?|Cat_1|1|1
puedo presentar ingresos en conjunto con mi esposa en la ipoteca|Cat_254|254|166
quiero pagar los consumos en dolares de la tarjeta|Cat_307|307|224
limite transferenias|Cat_83|83|334
querer comisionar recibir dinero extranjero|Cat_31|31|227
q es el permiso santander a terceros q pide la apps|Cat_79|79|329
donde se encuentra el pin de mi nueva tarjeta?|Cat_288|288|202
intento cambiar el usuario por la web y me sale error|Cat_1|1|1
cuanto estoy pagando el seguro?|Cat_269|269|182
como hago para continuar abonando las cuotas del préstamo hiotecario si cambio de banco?|Cat_239|239|149
extraccion de dolares en sucursales|Cat_128|128|27
no puedo acceder al home banking  uso chrome.|Cat_117|117|18
transferir caja ahorro unica|Cat_83|83|334
deseo tramitar la tarjeta de credito visa de santander|Cat_337|337|257
como es mi clave de débito|Cat_288|288|202
quisiera ver mi factura de la visa|Cat_138|138|38
que cotización de dolares se toma para los lebacs?|Cat_157|157|59
adhesion a servicio debito necesito ayuda|Cat_132|132|32
yo gano puedo sacar un prestamo para mi casa|Cat_251|251|163
quiero agregar una notebook nueva a la póliza  cómo hago?|Cat_268|268|181
condiciones generales de prestamos hipotecarios|Cat_225|225|134
como ingresar por primera vez al cajero|Cat_288|288|202
como hago para pasar saldo positivo de una tarjeta de credito a otra?|Cat_347|347|268
me das un telefono para poder hablar con alguien no con una maquinita|Cat_147|147|48
quiero apertura precaria|Cat_39|39|285
custodia de moneda|Cat_165|165|68
clave para tarjeta|Cat_288|288|202
que tengo que hacer para ponerme al dia con el banco|Cat_192|192|98
querer pagar resumen tarjeta|Cat_342|342|263
tipos de inversiones|Cat_178|178|82
necesito bajar el programa de seguridad bancaria|Cat_6|6|308
debitar plata no se|Cat_115|115|17
con el monotributo que tarjeta me dan?|Cat_337|337|257
para compras de un auto usado para eso nesecito el presatmo|Cat_228|228|137
me infornam donde retiro el plastico?|Cat_293|293|208
para comprar euros los puedo comprar por ventanilla?|Cat_166|166|69
necesito un numero para llamar y realizar un cambio de sucursal|Cat_65|65|314
cuál es el porcentaje de los intereses punitorios de la tarjeta de ccredito|Cat_349|349|270
info prestamo|Cat_225|225|134
me dieron mi tarjeta de ccredito hace un mes como hago para q me aumenten el monto|Cat_302|302|219
como se si el local donde voy a comprar tiene el rubro de la promo?|Cat_311|311|229
crear una alerta|Cat_125|125|24
efectuar compromiso pago productos atrasados|Cat_191|191|97
quiero hacer una transferencia inmediata  pero no me da la opcion de hacerla inmediatra. tengo agendado al beneficiario|Cat_80|80|331
reserva de salon en sucursal|Cat_70|70|320
quiero saber. cuanto es lo que debo?|Cat_99|99|351
me podes decir el tipo de cambio para pagar una tarjeta|Cat_307|307|224
que clase de riesgo tiene el fondo?|Cat_173|173|77
me podes bonificar la cuenta?|Cat_73|73|323
eliminar una cuenta desde homebanking|Cat_41|41|288
quiero saber si mi sueldo esta en promedio para poder obtener un préstamo hipotecario|Cat_249|249|160
cuales son las condiciones del credito personal?|Cat_225|225|134
donde está mi tarjeta|Cat_293|293|208
quiero canjear mis puntos por entradas|Cat_322|322|241
necesito el numero de telefono de visa santander rio para denunciar el estravio|Cat_294|294|209
clave swift|Cat_34|34|260
tarjeta visa plastico no llegar|Cat_293|293|208
recibir premio superclub|Cat_326|326|245
pagomiscuentas no me aceptaba realizar lo pagos pendientes  me pedía que obtenga una clave desde un cajero banelco|Cat_131|131|31
unidad de valor adquisitivo|Cat_108|108|11
necesito saber mi disponible en tarjeta de credito|Cat_303|303|220
monto gastar tarjeta|Cat_303|303|220
es para saber el saldo de una tarjeta de credito|Cat_303|303|220
valor caja de seguridad?|Cat_92|92|344
trato de comprar bonos nominales de aa y me es imposible hacerlo desde online banking|Cat_157|157|59
la cuenta infinity gold. tiene cargo mensual|Cat_96|96|348
pedir abrir|Cat_39|39|285
desbloquear clabe banelco|Cat_288|288|202
no se acreditó un pago que hice en dolares hacia el exterior|Cat_35|35|271
tengo que inhabilitar la tarjeta de beneficios del diario.|Cat_280|280|194
qué requisitos debo cumplir para acceder al préstamo ?|Cat_248|248|159
querer saber cupo tarjeta|Cat_303|303|220
costos caja de ahorro|Cat_96|96|348
averiguar apetura caja ahorrar|Cat_39|39|285
soy titular de tarjeta de ccredito. puedo comprar euros?|Cat_166|166|69
es q esta mal impreso el nombre en el plastico|Cat_315|315|233
cierre de cuenta|Cat_41|41|288
quisiera saber que costo tiene usar la tarjeta de debito en europa|Cat_96|96|348
quisiera obtener información préstamo personal|Cat_225|225|134
quiero pagar la tarjeta|Cat_342|342|263
hacer recargar subir cargar dinero|Cat_129|129|28
quiero averiguar para sacar un credito prendario|Cat_225|225|134
cómo hago para que no me lleguen más msgs de ustedes?|Cat_125|125|24
se puede aumentar el ccredito del préstamo preacordado?|Cat_196|196|102
necesito a ceder a los ultimos movimientos a traves de hombaking como puedo hacer|Cat_50|50|298
en lugar de ser una transferencia inmediata aparece como transferencia de hs|Cat_80|80|331
tengo problemas para pagar los aportes de la empleada doméstica|Cat_60|60|309
como sacar el anticipo de tarjeta visa|Cat_298|298|213
que interes tiene usar plata del descubierto|Cat_56|56|304
quiero averiguar si puedo pedir una mejora en la tasa de interés por un plazo fijo tradicional|Cat_184|184|89
quiero averiguar sobre comisión por manteniemiento|Cat_96|96|348
en todas las marcas aplica el descuento o solo las que están adheridas a la promo??|Cat_311|311|229
mi celular esta mal|Cat_103|103|6
donde puedo ver los servivios que tengo con debito automatico?|Cat_93|93|345
de cuanto es el credito personal que te dan|Cat_236|236|146
cómo aplica el seguro de fallecimiento?|Cat_265|265|178
quiero cuotificar un consumo en la tarjeta de credito|Cat_308|308|225
cajero tragar dinero|Cat_297|297|212
quiero informar pago tarjeta visa|Cat_195|195|101
cómo es eso de aceptar las condiciones de cuenta para invertir?|Cat_169|169|72
quiero saber sobre creditos hipotecarios|Cat_225|225|134
extender extración|Cat_287|287|201
necesito volver a imprimir la tarjeta de debito|Cat_316|316|234
me pueden facilitar alguna dirección de correo electrónico de seguro de hogar para enviar la factura del cerrajero?|Cat_265|265|178
para mandar dinero a colombia|Cat_36|36|282
necesito actualizar mi targeta porq esta muy deteriorada|Cat_316|316|234
tengo que hacer una transferencia vía comercio exterior  como completo el formulario?|Cat_36|36|282
numero llamar consuitar|Cat_147|147|48
nesesito comunicarme con la parte de seguros|Cat_29|29|204
debitos en tarjeta de credito al momento de hacerlo dio error pero igualmente me cargoon el gasto|Cat_112|112|15
quisiera saber si hay un simulador del prestamo para ver las cuotas|Cat_251|251|163
como debo hacer para pagar mis cuentas con mi tarjeta de debito.|Cat_132|132|32
consulta sobre apertura de cuenta y tarjeta de debito|Cat_39|39|285
necesito hablar con un asesor|Cat_29|29|204
queria consultar bajo cuenta|Cat_41|41|288
no recibo el resumen de mi tarjeta visa en tiempo y forma|Cat_138|138|38
queria q me financien la deuda de la targeta|Cat_308|308|225
me cubre el % el seguro de vida del préstamo?|Cat_250|250|162
puedo adelantar el vencimiento del resumen de la tarjeta?|Cat_348|348|269
debitar cuota plan bien personal querer|Cat_129|129|28
quiero ser cliente del banco|Cat_39|39|285
no poder seguir mantener cuenta desear cerrarla cuenta|Cat_41|41|288
como hacer para solicitar un credito?|Cat_223|223|132
querer poder debitar servicio cablevision|Cat_129|129|28
por que me están cobrando ingresos brutos?|Cat_122|122|22
como hacer el certificado de superviviencia|Cat_88|88|339
soy beneficiaria de auh fui al cajero y no me depositaron y anses me dijo que el pago esta echo|Cat_37|37|283
hasta cuando puedo aprovechar la promoción de despegar para comprar vuelos?|Cat_311|311|229
que costo de mantencion tiene la tarjeta?|Cat_340|340|261
bloqueo alfabetica|Cat_288|288|202
puedo pedir un préstamo hipotecario inferior al % del inmueble?|Cat_245|245|156
puedo acceder a la platinium|Cat_40|40|287
quiero suscribir superplus a  que ya tengo|Cat_176|176|80
si puedo pagar una cuota de mensuales cuanto es el credito que me podria otorgar el banco para compra de vivienda|Cat_251|251|163
numerar tarjeta coincidir mostrar pedir clave|Cat_1|1|1
número hablar representante|Cat_147|147|48
como minimizo el importe de uso de las tarjetas adicionales?|Cat_335|335|255
como pagar bep|Cat_132|132|32
cómo hago para depositar un cheque en dolares?|Cat_30|30|216
cupo tarjeta american express gold|Cat_303|303|220
cómo hago para hacer una orden de venta de las acciones?|Cat_154|154|56
tengo una vivienda propia  puedo acceder a un préstamo hipotecario?|Cat_228|228|137
cursé una transferencia quiero anularla|Cat_82|82|333
donde puedo ir a canjear los puntos. yo iba al shopping de avellaneda y ahora no esta mas|Cat_322|322|241
quiero contratar un seguro de robo en cajeros automaticos|Cat_261|261|174
solicitar tarjeta credito|Cat_337|337|257
quiero conocer todos los beneficios y descuentos que poseo por tener cuenta sueldo en santander .|Cat_72|72|322
sacar adelanto efectivo debitar saldo|Cat_56|56|304
quisiera hacer el simulador soy cliente|Cat_251|251|163
cuanto le darían para comprar la casa|Cat_228|228|137
sacar caja ahorrar pesos|Cat_39|39|285
que éxito tienen los prestamos hipotecario uva en el mercado?|Cat_237|237|147
recargar directv|Cat_129|129|28
verificar movimiento|Cat_50|50|298
no pude pagar la amex a tiempo  que pasa si me atraso?|Cat_349|349|270
quienes son los premiados|Cat_144|144|45
luego de comprar dolares puedo retirarlos por cajero automatico o debe ser por ventanilla?|Cat_298|298|213
cancelar refinanciacion|Cat_192|192|98
necesito telefono tarjeta american|Cat_147|147|48
como tramitar tarjeta visa de credito|Cat_337|337|257
para sacar la contraseña de banelco me tengo que acercar a un cajero?|Cat_288|288|202
quiero trasnferir y no tengo la tj de coordenadas|Cat_5|5|297
hasta cuento retirar cajero automatico|Cat_303|303|220
si quiero comprar durante el prestamo otra casa mejor que cumple los requisitos  la toman igual?|Cat_255|255|167
me han realizado una transferencia desde españa. en euros. que tengo que hacer|Cat_32|32|238
querer pagar telecom|Cat_132|132|32
como puedo ver los consumo de la tarjeta de credito|Cat_355|355|277
tarjeta vencida|Cat_316|316|234
como hago un nuevo pago de afip en la página de hombanking|Cat_132|132|32
si o si tengo que acercarme a una sucursal para que me habiliten la tarjeta de débito|Cat_301|301|218
tengo pesos en la cuenta y me dice operación no permitida el cajero|Cat_297|297|212
queria saber si hay alguna beca de dinero para pagar la cuota de la facultad|Cat_358|358|280
se me estaba cobrando comisiones desde mi cuenta corriente sin haberme avisado.|Cat_97|97|349
como confirmo si recibieron la documentación del siniestro?|Cat_270|270|184
hay que hacer algún paso para activar iu|Cat_140|140|41
quiero solicitar tarjeta visa signature|Cat_337|337|257
desde mi cuenta corriente me cobran comisiones sin haberme avisado|Cat_97|97|349
requisitos para abrir caja de ahorro|Cat_39|39|285
cobro interesar saldo negativo|Cat_56|56|304
saber descontar pagar tarjeta depositar|Cat_342|342|263
por que mis compras con débito no suman puntos ?|Cat_323|323|242
me podes ayudar|Cat_22|22|128
ya ise todo los pasos pero no puedo mover la flecha al candado|Cat_4|4|286
queria saber cuándo voy a poder cobrar una licencia|Cat_37|37|283
cuanto es el minimo que puedo solicitar para comprar una casa|Cat_236|236|146
cómo habilito mi tarjeta santander ?|Cat_301|301|218
cursos de formación exclusivos para mujeres|Cat_357|357|279
quisiera saber cuando se van a aprobar los consumos pendientes|Cat_343|343|264
duplicar pagar targeta|Cat_350|350|272
me bloquearon la amex|Cat_286|286|200
quiero pedir una tarjeta nueva porque la que tengo se rompio|Cat_316|316|234
los prestamos hipotecarios uvas son solo para compra de casas?|Cat_228|228|137
detalle consumo tarjeta credito visa|Cat_355|355|277
costo pedir tarjeta extravio|Cat_96|96|348
no puedo ingresar a onling banking desde mi celular.|Cat_117|117|18
hice un canje de puntos pero no me hicieron el descuento|Cat_312|312|230
como pago mi tarjeta de credito|Cat_342|342|263
cerrar cuenta santander|Cat_41|41|288
en cuanto tiempo me devuelven el dinero de una transferencia rechazada?|Cat_80|80|331
que es t.e.a?|Cat_224|224|133
necesito número atención cliente|Cat_147|147|48
por que no puedo hacer ninguna compra con tarjeta en el exterior?|Cat_289|289|203
no recibí el premio que canjeé por superclub|Cat_326|326|245
bloqueo de pin en el cajero|Cat_288|288|202
volvieron a descontarme este servicio que lo tengo sin cargo. com sorpresa santander rio iva tasa general|Cat_90|90|342
cuando llegar reposicion tarjeta|Cat_293|293|208
en mi tarjeta hay compras que no realicé yo|Cat_112|112|15
queria saber cuales son los pasos previos para solicitar un prestamo hipotecario.|Cat_241|241|152
si en prestamo personal. con un ingreso de pesos. cuanto seria la cuota de un prestamo de. con la amortization frances?|Cat_251|251|163
quiero una hipoteca|Cat_223|223|132
la tarjeta de ccredito me aparece sin fondos a pesar de que hago pagos|Cat_279|279|193
poder gestionar clave paso página|Cat_1|1|1
como hago para pagar el saldo en dolares de la tarjeta si no tengo dolares en la cuenta?|Cat_307|307|224
no puedo realizar un pago con tarjeta de credito|Cat_286|286|200
quiero desadherirme a un debito automatico|Cat_292|292|207
que debo realizar para poder transferir a cuentas de otros bancos. a traves de home banking?|Cat_83|83|334
me pueden bonificar la cuenta?|Cat_73|73|323
extension visa gold queria abonar debitar automatico unicamente extension|Cat_342|342|263
modificar limitar tarjeta debito|Cat_287|287|201
en cuanto tiempo se puede vender la propiedad hipotecada|Cat_260|260|173
como obtengo mi tarjeta?|Cat_337|337|257
no me llega la tarjeta de debito|Cat_293|293|208
los prestamos hipotecarios sirven para amplaición de vivienda?|Cat_228|228|137
hasta cuantos dias pueden pasar desde que me dan el prendario y pago la primera cuota?|Cat_259|259|171
olvidar cerrar online banking entrar|Cat_0|0|0
intentar generar clave|Cat_1|1|1
no poder realizar pagar tarjeta|Cat_342|342|263
en que bonos puedo invertir?|Cat_159|159|61
quisiera saber los plazos máximos del préstamo hipotecario|Cat_242|242|153
si soy cliente y todavia no me llego el resumen de cuenta de la tarjeta visa|Cat_138|138|38
no me atienden por telefono y quiero dar de baja la tarjeta de ccredito|Cat_338|338|258
no puedo ingresar a la web|Cat_117|117|18
como se si mi tarjeta llego ala sucursal?|Cat_293|293|208
estoy averiguando sobre los prestamos para la compra de vivienda|Cat_225|225|134
monto pagar aparece factura papel|Cat_129|129|28
numero de telefono de atencion al cliente|Cat_147|147|48
quiero saber cómo puedo habilitar miarjeta para usarla en el exterior.|Cat_304|304|221
como reinvierto mis bonos|Cat_162|162|65
me han extraido plata desde mi cuenta|Cat_112|112|15
quiero dar de baja una tarjeta amex no solicitada por mi y que me figura en online banking|Cat_338|338|258
quisiera hacer consultas sobre los prestamos uvas|Cat_225|225|134
bajo cuenta universia|Cat_41|41|288
quiero recargar saldo a un celular|Cat_132|132|32
si me ingreso es de cuanto me prestan para comprar una casa?|Cat_251|251|163
si mi consulta es si usted me puede decir que domicilio mio le figura a ustedes?|Cat_103|103|6
a partir de que año debe ser el auto?|Cat_228|228|137
necesito los cmprobantes de un servicio hechos a traves de pagomiscuentas desde enero hasta hoy y dicha info no esta disponible aqui en el home banking|Cat_98|98|350
comisión entrar salir fondo inversión|Cat_96|96|348
que pasa si el aumento de la cuota del préstamo hipotecario hace que no pueda mantener pagando ese monto ? puedo estirar el plazo? cuanto tiempo ?|Cat_230|230|140
donde ingresó para hacer consultas de mi tarjeta|Cat_3|3|215
no puedo comprar con debito por internet ni aunque la compra sea en argentina|Cat_290|290|205
como se hace para canjear los puntos|Cat_322|322|241
cuando tengo que pagar la tarjeta|Cat_341|341|262
necesitar saber porque debitar deuda pendiente|Cat_115|115|17
costo transferencia dólar banco|Cat_83|83|334
puedo solicitar un préstamo hipotecario a traves de una app?|Cat_223|223|132
resumir pagar salir pagar tarjeta no solicité|Cat_97|97|349
ya elegi la propiedad  cuanto demoran en darme el préstamo hipotecario?|Cat_241|241|152
como verifico el llimite de mi tarjeta online|Cat_303|303|220
es necesario ir personalmente a la sucursal a llevar los papeles presentados online para el prestamo hipotecario?|Cat_212|212|120
necesito ver mi resumen de tarjeta de debito|Cat_138|138|38
el cajero me inhabilitó la tarjeta|Cat_286|286|200
quiero adquirir tarjeta santander|Cat_337|337|257
puedo pasarle el beneficio de priority pass a mi hija?|Cat_284|284|198
necesito saber si puedo realizar un reclamo por aca|Cat_135|135|35
quisiera saber de sobre un prestamo .|Cat_225|225|134
me bloquearon la cuenta desde mi sucursal y no puedo retirar dinero|Cat_51|51|299
que es un cheque rechazado|Cat_47|47|294
quiero canjear puntos y no puedo|Cat_328|328|247
quisiera saber si tengo una tarjeta a mi nombre.|Cat_61|61|310
quiero un cred para comprar un auto|Cat_223|223|132
quiero hablar con una persona|Cat_29|29|204
cuit santander|Cat_105|105|8
el límite de compras varía si pago en un solo pago?|Cat_303|303|220
quiero pasarme a cuenta black|Cat_40|40|287
realicé el pago mínimo en cuantas cuotas puedo financiar el resto?|Cat_308|308|225
debitar plata mantenimiento|Cat_96|96|348
quiero ver mi resumen de cuenta de la tarjeta de credito y no encuentro ni en onlinebankin ni en la app.|Cat_138|138|38
queria llegar tarjeta debito visa sucursal|Cat_293|293|208
para pagar los impuestos con la visa|Cat_132|132|32
no quiero que me pasen mi cuenta de la sucursal bernal a la de sarandí|Cat_74|74|324
el seguro del hogar cubre a la cumputadora que se quemó por tensión electrica|Cat_265|265|178
puedo dar de baja mi cuenta si tengo un prestamo pendiente|Cat_41|41|288
puedo acceder al beneficio iu teniendo la extensión de mi mamá??|Cat_140|140|41
